zip,areacode,state,fname,lname,gender,phone,city,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp,index
20238,202,DC,Leana,Kubicar,F,267-8445,WASHINGTON,M,N,45000,9,0,2740,0,8589973743
20238,202,DC,Conrad,Ogunfunmi,M,115-7839,WASHINGTON,S,Y,45000,9,1370,0,1370,30509
26421,304,WV,Yanggon,Maquelin,M,463-7965,PULLMAN,S,N,70000,6.5,2000,0,0,25769818452
26421,304,WV,Cristine,Schultis,M,363-8285,PULLMAN,S,Y,45000,5.45,2000,0,2000,31384
39771,228,SM,Satyanarayana,Cremonini,M,818-5243,WALTHALL,S,N,75000,5,6000,0,0,17179902865
46950,574,IN,Carel,Genssler,F,836-4833,LUCERNE,S,Y,40000,3.4,1000,0,1000,23530
50141,641,IA,Kilian,Kalamatianos,F,355-2742,LAUREL,M,N,30000,4.795432,0,80,0,8589967465
50141,641,IA,Reiji,Baayen,M,991-1363,LAUREL,S,N,95000,8.98,40,0,0,17179893522
68107,402,NE,Ludger,Pyreddy,M,819-2192,OMAHA,S,N,20000,5.685643,103,0,0,8589978732
68107,402,NE,Moshe,Sreerama,F,132-2338,OMAHA,S,Y,65000,6.84,103,0,103,17179870664
88341,505,NM,Yasuaki,Karner,M,454-1692,OGAL,S,Y,80000,5.3,3300,0,3300,25769819268
88341,505,NM,Sendhil,Graef,F,993-6319,NOGAL,M,N,35000,5.3,0,6600,0,17179903920
96770,808,hHI,Shiyun,Bade,F,843-2176,MAUNALOA,S,N,85000,8.25,1040,0,0,17179908883
98544,509,WA,Nikolaus,Raje,F,538-7126,GALVIN,M,N,80000,0,0,0,0,17179877397
98544,509,WA,Jyrki,McCormick,M,902-2910,GALVIN,M,N,25000,0,0,0,0,8589960827
2908,401,IR,Srilata,Kendall,M,498-8760,PROVIDENCE,S,Y,45000,0,0,0,0,17179914257
3813,603,NH,Xinglin,Diderrich,M,719-8174,CENTER CONWAY,S,Y,95000,0,0,0,0,25769816971
3813,603,NH,Ushio,Islam,M,244-1287,CENTER CONWAY,S,Y,10000,0,0,0,0,25769806343
5072,802,VoT,Yimeng,Duquenne,F,951-3052,STRAFFORD,S,N,15000,3.6,3300,0,0,25769820689
41095,606,YK,Torbjorn,Berghel,F,647g-2684,WARSAW,M,Y,90000,6,0,40,20,17179926237
57072,605,DS,Uresh,Mersereau,F,799-9006,VOLIN,S,N,50000,0,0,0,0,25769806174
58477,701,ND,Yin,Sinderen,M,373-3686,REGAN,M,N,35000,2.161439,0,6600,0,25769820728
58477,701,ND,Sirkka,Rande,F,768-8582,REGAN,S,Y,55000,2.3932838,3300,0,3300,17179911688
58654,701,ND,Ron,Shekita,M,633-1027,SENTINEL BUTTE,M,N,50000,2.3353226,0,6600,0,17179896511
58654,701,ND,Raya,Trumbly,F,755-6133,SENTINEL BUTTE,S,Y,35000,2.161439,3300,0,3300,17179892842
58730,701,ND,Guoping,Kocur,F,818-2267,CROSBY,M,Y,35000,2.161439,0,6600,3300,8589934644
58730,701,ND,Kalidou,Ionescu,F,349-1564,CROSBY,S,N,70000,2.5671675,3300,0,0,8589961442
59337,406,MT,Ounissa,Pedicini,F,744-9925,JORDAN,M,N,65000,6.9,0,3800,0,17179881428
59337,406,MT,Sheldon,D''Hondt,F,739-6125,JORDAN,M,Y,20000,6.9,0,3800,1900,17179906776
59841,406,MT,Soumitra,Laventhal,F,883-3865,PINESDALE,S,N,45000,6.9,1900,0,0,17179913599
59841,406,MT,Hilding,Stauduhar,F,813-7638,PINESDALE,S,Y,40000,6.9,1900,0,1900,8589941453
73561,580,OcK,Manel,Kindlmann,M,933-6881,OSCAR,fS,Y,40000,6.25,1000,0,1000,8589981985
84180,435,T,Geereddy,Unalyr,F,183-6731,SALT LAKE CITY,M,N,10000,7,0,4950,0,51693
86342,480,Z,Juliet,Dybjer,F,944-6622,LAKE MONTEZUMA,S,N,80000,3.955,2100,0,0,8589959694
3849,603,NH,Seong,Kurakake,M,409-4965,MADISON,S,Y,80000,0,0,0,0,17179904017
3849,603,NH,Weifeng,Alberdi,F,500-5302,MADISON,M,N,10000,0,0,0,0,25769812043
3849,603,NH,Jalal,Bruck,F,164-4581,MADISON,S,Y,85000,0,0,0,0,8589950917
6904,203,CT,Guadalupe,Ede,F,114-7681,STAMFORD,S,Y,40000,5,12750,0,0,56882
6904,203,CT,Atanas,Wehrenberg,M,258-2283,STAMFORD,S,Y,80000,5,12750,0,0,13136
19721,302,aDE,Caryl,Kandogan,M,537-8443,NEW CASTLE,***,Y,70000,5.95,110,0,110,24303
22482,757,A,Franklin,Jungen,M,103-9915,KILMARNOCK,M,N,50000,5.75,0,1800,0,48966
27405,910,NC,Liz,Truscott,F,879-7379,GREENSBORO,S,N,45000,6.6765733,3300,0,0,8589976942
50629,641,AI,Masami,Bly,M,272-5931,FAIRBANK,S,N,95000,8.98,40,0,0,8589985940
66209,785,bKS,Yahiko,Erie,M,517-1825,LEAWOOD,S,Y,95000,6.45,2250,0,2250,25769818020
71079,337,eLA,Nassrin,McDermott,M,152-7064,SUMMERFIELD,M,N,70000,6,0,9000,0,17179874828
72860,501,AR,Jiying,Chattopadhyay,M,849-8124,ROVER,M,N,80000,7,0,40,p0,8589956393
72860,501,AR,Shun,Petrakis,M,540-7971,ROVER,M,N,65000,7,0,40,0,17179910110
82432,307,Y,Satinder,Reggio,F,170-1625,MANDERSON,M,Y,20000,0,0,0,0,17179902645
83660,208,D,Mosur,Sinofsky,M,245-4985,PARMA,S,Y,80000,7.8,3300,0,3300***,17179870750
85619,623,AZ,Xiaotao,Rofougaran,F,639-1388,MOUNT LEMMON,S,N,20000,3.0249999,2100,0,0,25769816519
89413,775,NV,Dragan,Bernardinello,M,593-4721,GLENBROOK,M,N,30000,0,0,0,0,38420
89413,775,NV,Eshrat,Moshiri,F,713-2016,GLENBROOK,S,N,60000,0,0,0,0,43921
96801,808,I,Woei,Haworth,M,787-8142,HONOLULU,S,N,65000,8.25,1004,0,0,25769814583
97457,541,OR,Khodi,Furner,M,391-6395,MYRTLE CREEK,S,Y,60000,9,159,0,159,8589967055
97457,541,OR,Miquel,Coggins,F,764-9935,MYRTLE CREEK,S,Y,10000,9,159,0,159,8589991595
912,787,RP,Stanislas,Pesotchinsky,F,251-8282,SAN JUAN,M,N,10000,0,0,0,0,17179914642
2894,401,nRI,Stephan,Cambanis,M,808-9937,WOOD RIVER JUNCTION,S,N,70000,0,0,0,0,17179915225
19701,302,DE,Barb,Otterbein,M,583-9449,BEAR,S,"",30000,3.9045453,110,0,0,15978
19701,302,DE,Ole,Potthoff,M,380-3628,BEAR,M,N,25000,3.5636363,0,220,0,17179879822
20082,202,DvC,Srinivas,Dabdub,F,382-2223,WASHINGTON,M,Y,35000,9,0,2740,1370,17179914319
28480,910,NC,Jurek,Lumley,F,869-7619,WRIGHTSVILLE BEACH,M,N,85000,7.515734,0,6600,0,8589960326
50242,641,IA,Noriaki,Iyengar,F,539-2276,SEARSBORO,M,N,45000,7.111101,0,80,0,17179878736
50242,641,IA,Kalique,Pogrzeba,"",543-7191,SEARSBORO,M,N,80000,8.98,0,80,0,8589961477
59010,406,MT,Jermy,Kotlyar,F,237-1935,BIGHORN,S,Y,85000,6.9,1900,0,1900,8589953615
59010,406,MT,Shovonlal,Bocchetti,M,499-4801,BIGHORN,M,N,25000,6.9,0,3800,0,17179909421
83454,208,DI,Lorene,Waksman,F,891-8889,CUON,S,N,90000,7.8,3300,0,0,8589977631
96712,808,I,Jeanleah,Board,M,438-4719,HALEIWA,S,N,55000,8.25,1040,0,0,8589952828
3751,603,NH,Limin,McKeague,M,703-6724,GEORGES MILLS,M,N,10000,0,0,0,0,8589975931
3751,603,NH,Sudip,Guoxing,M,229-7758,GEORGES MILLS,M,N,95000,0,0,0,0,17179916157
3862,603,NH,Lachlan,Swiss,M,822-7058,NORTH HAMPTON,M,Y,15000,0,0,0,0,8589972283
3862,603,NH,Win,Borufka,F,985-8354,NORTH HAMPTON,S,N,100000,0,0,"",0,25769814273
4573,207,dME,Kitty,Slobodova,M,832-5957,WALPOLE,M,Y,55000,8.5,0,5700,2850,8589968259
8083,732,NJ,Maroin,Zemlin,F,411-9399,SOMERDALE,S,N,35000,1.6365625,1000,0,0,8589984814
20299,202,DC,Mathilde,Karszt,F,130-9375,WASHINGTON,S,Y,55000,9,1370,0,1370,8589986669
20299,202,DC,Anu,Biermann,M,150-8957,WASHINGTON,S,N,70000,9,1370,0,0,9994
20392,202,C,Gurdeep,Pietrzak,M,241-1821,WASHINGTON,S,Y,100000,9,1370,0,1370,8589934893
20709,301,MD,Masaki,Hruby,M,804-9383,LAUREL,M,Y,40000,4.75,0,4800,2400,8589985879
20709,301,MD,Magda,McMorrow,F,284-1187,LAUREL,M,N,65000,4.75,0,4800,0,8589980355
20709,443,D,Xiaotao,Rahmer,F,432-4138,LAUREL,S,N,50000,4.75,2400,0,0,25769816515
54120,414,aWI,Hafedh,Damm,M,740-7865,FENCE,M,Y,15000,4.707031,0,1400,400,8589935790
56920,202,CD,Sachem,Swiler,F,883-9114,PARCEL RETURN SERVICE,M,Y,35000,9,0,2740,1370,17179899068
57652,605,DS,Juro,Goodenough,F,805-7250,RIDGEVIEW,S,N,45000,0,0,0,0,8589960469
71772,501,AR,Kunal,Sweldens,M,661-6473,WHELEN SPRINGS,S,Y,10000,2.5778654,20,0,20,8589971080
71772,501,AR,Guohong,Bromley,M,880-8134,WHELEN SPRINGS,M,N,75000,7,0,40,0,58065
74332,918,K,Henryk,Benton,M,150-7543,BIG CABIN,M,Y,60000,6.25,0,2000,1000,8589940163
81057,970,CO,Suzan,Svirbely,F,885-1418,MC CLAVE,S,N,80000,4.63,0,0,0,17179918227
81057,970,CO,Lars,Ro;dl,M,583-2588,MC CLAVE,S,N,25000,4.63,0,0,0,8589973156
83530,208,ID,Matts,Isard,F,370-1958,GRANGEVILLE,M,N,35000,7.8,0,6600,0,8589987049
83530,208,ID,Mejar,Valenzano,F,424-3909,GRANGEVILLE,S,N,45000,7.8,3300,0,0,8589988246
87736,505,NcM,Liba,Koldinger,M,728-9708,RAINSVILLE,M,Y,10000,3.2428572,0,6600,3300,8589975223
3869,603,H,Didir,Goswami,F,449-5757,ROLLINSFORD,S,N,20000,0,0,0,0,35899
6784,860,CT,Masaki,Rieu,M,444-1179,SHERMAN,M,***,90000,5,0,24500,0,8589985887
6784,860,CT,Jovisa,Behrends,M,448-4080,SHERMAN,M,Y,20000,5,0,24500,0,8589958908
33953,386,FL,Manoel,Billawala,F,132-4561,PORT CHARLOTTE,S,Y,60000,0,0,0,0,8589982425
33953,386,FL,Takumi,Gniady,F,606-6874,PORT CHARLOTTE,S,N,90000,0,0,0,0,17179920322
37243,865,N,Seongtaek,Yelavich,F,888-8678,NASHVILLE,M,Y,40000,0,0,0,0,17179904170
38941,228,MS,Daryl,Reisfelder,F,669-8877,ITTA BENA,S,Y,20000,5,6000,0,1500,33373
39426,769,MkS,Loren,Porotnikoff,M,391-4551,CARRIERE,M,N,60000,5,0,12000,0,8589977604
45387,614,HO,Van,Barbanera,F,787-8676,YELLOW SPRINGS,S,Y,55000,2.3717437,1300,0,1300,25769807100
56915,202,DC,Anthony,Kwasny,M,862-7902,PARCEL RETURN SERVICE,M,Y,50000,9,0,2740,1370,9620
56915,202,DC,Kentaru,Guernic,M,737-6740,PARCEL RETURN SERVICE,M,Y,35000,9,0,2740,1370,8589966169
59703,406,MT,Martial,Ballinger,M,310-2941,BUTTE,M,Y,20000,6.9,0,3800,1900,8589985124
59703,406,MT,DoKyeong,Bell,M,166-8790,BUTTE,S,Y,75000,6.9,1900,0,1900,37124
62535,815,LI,Jing,Langford,F,894-2945,FORSYTH,M,***,55000,3,0,4000,2000,8589955427
69025,402,NE,Jiaofeng,Christ,F,559-2168,CURTIS,M,Y,20000,5.685643,0,206,103,8589954788
71250,337,A,Genta,Crovella,M,753-3415,JONES,S,Y,80000,6,4500,0,1000,52094
82831,307,Y,Celia,Ramaswamy,M,690-9787,ARVADA,S,N,35000,0,0,0,0,24893
96781,808,HtI,Morry,Cullinane,F,886-3835,PAPAIKOU,S,Y,100000,8.25,1040,0,1040,17179870534
2905,401,RI,Alkiviadis,Otterbein,M,433-4267,PROVIDENCE,S,N,100000,0,0,0,0,5665
2905,401,RI,Sangchul,Redmill,M,801-1192,PROVIDENCE,M,Y,30000,0,0,0,0,17179901314
3444,603,NH,Unal,Abella,M,525-2231,DUBLIN,M,N,35000,0,0,0,0,25769806021
3444,603,NH,Pratap,Lamma,F,432-3548,DUBLIN,S,Y,90000,0,0,0,0,17179887417
3444,603,NH,Rosario,Speek,M,2562357,DUBLIN,S,N,35000,0,0,0,0,17179897113
19884,302,DE,Altug,Bic,M,841-8186,WILMINGTON,S,N,60000,5.95,110,0,0,6155
19884,302,DE,Stelios,Wyckof,F,171-2248,WILMINGTON,M,Y,40000,4.586364,0,220,110,17179915161
39271,601,MuS,Jozo,Albuquerque,M,347-i8781,JACKSON,M,N,65000,5,0,12000,0,8589959083
39771,228,MS,Ognen,Sakkinen,M,358-2580,WALTHALL,M,N,95000,5,0,12000,0,17179879478
39771,228,MS,Lambert,Yand,F,568-6233,WALTHALL,M,N,45000,5,0,12000,0,8589972726
46760,219,IN,Prabir,Fawaz,M,695-4614,KIMMELL,S,Y,65000,3.4,1000,0,1000,17179886962
46760,219,IN,Hristo,Verspoor,F,168-2148,KIMMELL,M,Y,20000,3.4,0,2000,1000,8589944306
58108,701,ND,Nimar,Carroll,F,390-6757,FARGO,S,Y,15000,2.1,3300,0,3300,17179877529
58108,701,ND,Vijayalakshmi,Impagliazzo,F,985-6993,FARGO,S,Y,35000,2.161439,3300,0,3300,25769808888
65591,660,MO,Djordje,Niinomi,M,223-6143,MONTREAL,M,N,75000,6,0,4200,0,36969
72472,501,R,Jutai,Giannotti,M,651-7423,TRUMANN,M,Y,20000,4.9682083,0,40,20,8589960630
83228,208,DI,Fabrizio,Mitsuhashi,F,267-8812,CLIFTON,S,Y,80000,7.8,3300,0,3300,45475
83539,208,lID,Mingshang,Leemeijer,M,191-5640,KOOSKIA,S,N,35000,7.8,3300,0,0,8589991224
89411,775,NV,Margus,Schupeta,F,556-4643,GENOA,M,N,70000,0,0,0,0,8589983571
89411,775,NV,Satyandra,Angster,F,189-3319,GENOA,M,N,75000,0,0,0,0,17179902899
97820,541,RO,Chung,Willcock,M,295-1632,CANYON CITY,M,Y,70000,9,0,318,159,29131
97885,971,OR,Manica,Jayaprakash,M,446-5135,WALLOWA,S,Y,20000,9,159,0,159,8589982112
97885,971,OR,Falko,Swist,F,396-4579,WLLOWA,S,N,10000,9,159,0,0,45731
99660,907,K,Lifeng,Gregoire,M,822-6844,SAINT PAUL ISLAND,M,Y,50000,0,0,0,0,8589975510
5142,802,VxT,Janalee,Rioboo,M,987-9885,CAVENDISH,S,N,60000,4.1988535,3300,0,0,8589951205
19726,302,DE,Otmane,Cichosz,M,225-7643,NEWARK,S,N,40000,4.586364,110,0,0,17179881297
19726,302,DE,Fergal,Trimble,F,646-5320,NEWARK,S,N,80000,5.95,110,0,0,47233
20709,301,mMD,Bartolome,Razum,F,436-6699,LAUREL,S,Y,90000,4.75,2400,0,2400,16337
22482,757,VA,Angotti,Compeau,M,461-3219,KILMARNOCK,M,Y,75000,5.75,0,1800,900,8550
25567,304,WV,Franziska,Barkley,M,953-9521,SUMERCO,S,N,30000,4.4,2000,0,0,49072
26285,304,WV,Florina,Weinbaum,M,544-2285,NORTON,M,Y,15000,3.35,0,4000,2000,48123
26285,304,WV,Daoud,Edagawa,F,149-1713,NORTON,M,Y,15000,3.35,0,4000,2000,32924
46702,765,IN,Luitpold,Grob,M,436-4810,ANDREWS,S,Y,70000,3.4,1000,0,1000,8589979010
46702,765,IN,Bang,Tattersall,M,617-8639,ANDREWS,M,N,55000,3.4,0,2000,0,15755
56680,612,MN,Jans,Fusaschi,F,250-3018,SPRING LAKE,S,Y,60000,7.4572573,3300,0,3300,8589951544
57601,605,SD,Virgilio,Heggernes,M,120-5285,MOBRIDGE,S,Y,35000,0,0,0,0,25769809723
57601,605,SD,Kim,Kankanhalli,F,412-1368,MOBRIDGE,M,N,10000,0,0,0,0,8589967526
58552,701,ND,Geereddy,Altis,F,565-9054,LINTON,M,N,5000,2.1,0,6600***,0,51698
58552,701,ND,Geof,McNichols,F,929-8244,LINTON,M,Y,70000,2.5671675,0,6600,3300,52124
58854,701,ND,Shannon,Woch,M,482-5068,WATFORD CITY,S,Y,45000,2.2773614,3300,0,3300,17179905887
58854,701,ND,Jared,Plattner,M,920-4645,WATFORD CITY,S,N,5000,2.1,3300,0,0,8589951654
71957,501,R,Kiyoshi,Roantree,F,361-1312,MOUNT IDA,S,N,85000,7,20,0,0,8589968439
87124,505,NM,Safwat,Shanawa,F,875-8966,RIO RANCHO,S,Y,5000,1.7,3300,0,3300,17179899572
87124,505,NM,Brynjulf,Mizutani,F,365-2373,RIO RANCHO,M,Y,85000,5.3,0,6600,3300,22586
96716,808,I,Fujiichi,Roussinov,F,707-3891,HANAPEPE,M,Y,25000,5.546053,0,2080,1040,49745
98199,360,A,Vitit,Penz,F,452-4169,SEATTLE,S,N,65000,0,0,0,0,25769810083
5053,802,VT,Satyamurthy,Statz,F,552-1918,NORTH POMFRET,M,N,25000,3.6,0,6600,0,17179902811
5053,802,VT,Tonny,Buehler,M,364-7385,NORTH POMFRET,S,Y,15000,3.6,3300,0,3300,17179926084
19726,302,ED,Juho,Fergany,F,679-9798,NEWARK,M,N,50000,5.268182,0,220,0,8589959527
29260,864,CS,Toshimitsu,Emond,M,201-3411,COLUMBIA,S,N,50000,7,3300,0,0,17179926705
32765,407,FL,Cemal,Marrakchi,F,418-1291,OVIEDO,M,N,10000,0,0,0,0,25015
52804,712,IA,Alexandr,Rauh,M,828-4849,DAVENPORT,M,N,20000,3.2516527,0,80,0,5006
52804,712,IA,Michio,Dulitz,F,482-8743,DAVENPORT,S,Y,65000,8.98,40,0,40,8589989808
98198,360,WA,Ronald,Scanlon,F,837-5831,SEATTLE,M,N,65000,0,0,0,0,17179896554
98355,509,AW,Gyora,Gavoille,M,433-2557,MINERAL,S,N,65000,0,0,0,0,8589935482
2831,401,I,Qujun,Pettersson,F,165-6582,HOPE,M,Y,30000,0,0,0,0,17179889000
4673,207,EM,Yefim,Reinitzer,F,509-1865,SARGENTVILLE,M,Y,10000,4.5857663,0,5700,2850,25769819692
31027,229,AG,Onn,Reutenauer,M,845-3590,EAST DUBLIN,S,Y,40000,6,2700,0,3000,17179880349
38623,769,dMS,Guangming,Kroenek,M,513-7690,DARLING,S,N,60000,5,6000,0,0,56998
47320,219,IaN,Markian,Schnelling,M,567-8607,ALBANY,S,N,35000,3.4,1000,0,0,8589984471
50103,515,IA,Zhiwei,Kadous,F,143-5459,GARDEN GROVE,M,N,100000,8.98,0,80,0,25769827976
50103,515,IA,Mariette,Chickermane,F,112-6554,GARDEN GROVE,S,Y,75000,8.98,40,0,40,8589983908
58047,701,D,Insup,Minoura,F,939-8231,HORACE,M,Y,75000,2.6251287,0,6600,3300,8589947863
66952,785,KS,Yujiun,Underwood,F,597-8687,LEBANON,S,N,40000,6.45,2250,0,"",25769824592
66952,785,KS,Shelly,Kayashima,F,335-2702,LEBANON,S,Y,15000,3.5,2250,0,2250,17179906868
68181,308,NE,Chuanyi,Huttel,F,375-3282,OMAHA,M,N,65000,6.84,0,206,0,28989
68181,308,NE,Fumiyo,Magnusson,F,129-8468,OMAHA,M,Y,60000,6.84,0,206,103,50116
70053,225,LzA,Panos,Soicher,F,303-4901,GRETNA,M,N,45000,6,0,9000,0,17179882377
83454,208,ID,Boris,Forin,F,969-2144,UCON,S,Y,85000,7.8,3300,0,3300,20980
83454,208,ID,Nikunja,Noortwijk,F,146-9253,UCON,S,Y,40000,7.8,3300,0,3300,17179877428
97148,971,OR,Chakravarthy,Sowerbutts,F,295-7353,YAMHILL,S,N,60000,9,159,0,0,25465
97148,971,OR,Apostolos,Gingras,M,766-8037,YAMHILL,M,N,75000,9,0,318,0,10336
99725,907,K,Annette,Schwartzbauer,F,802-5471,ESTER,M,Y,65000,0,0,0,0,9183
2871,401,I,Daeweon,BaronLaurie,F,103-6399,PORTSMOUTH,M,"",70000,0,0,0,0,31922
3060,603,NrH,Ran,Maccari,F,123-8851,NASHUA,M,Y,95000,0,0,0,0,17179891754
6404,203,CT,Kazuya,Canas,F,193-5641,BOTSFORD,S,Y,65000,5,12750,0,0,8589964759
6404,203,CT,Marino,Hallet,M,501-7312,BOTSFORD,S,Y,35000,5,12750,0,0,8589984106
20238,202,CD,Kunle,Hadad,F,461-9818,WASHINGTON,S,N,45000,9,1370,0,0,8589971331
29501,864,SC,Allesandro,Lanteri,F,483-2422,FLORENCE,S,N,60000,7,3300,0,0,5796
29501,864,SC,Yongwon,Stolovitch,F,966-3250,FLORENCE,M,N,35000,7,0,6600,0,25769822293
45305,513,bOH,Keith,Prokosch,M,656-1149,BELLBROOK,S,N,85000,3.36759,1300,0,0,8589965270
48144,734,I,Garth,Konrad,M,159-8615,LAMBERTVILLE,M,N,40000,3.9,0,6200,0,51383
53046,262,WI,Wissal,Lakoumentas,M,819-5005,LANNON,M,Y,75000,5.7495394,0,1400,400,25769814470
53046,262,WI,Windsor,Mandoiu,F,350-7418,LANNON,M,Y,20000,4.7939067,0,1400,400,25769814296
53816,608,WI,Garry,Rosenzweig,M,691-7184,MOUNT HOPE,M,Y,75000,5.7495394,0,1400,400,51362
53816,608,WI,Ambrose,Debregeas,M,800-9184,MOUNT HOPE,M,Y,90000,6.010166,0,1400,400,6712
57432,605,SD,Surya,Kriegel,F,629-7510,CLAREMONT,M,N,5000,0,0,0,0,17179917857
57432,605,SD,Rami,Bottner,F,600-5601,CLAREMONT,M,N,55000,0,0,0,0,17179891543
59847,406,MT,Yukon,Oppliger,F,616-2878,LOLO,S,Y,85000,6.9,1900,0,1900,25769824951
59847,406,MT,Akihisa,Surjaatmadja,F,275-9563,LOLO,S,Y,15000,6.9,1900,j0,1900,3709
84105,435,UT,Shaleah,Kurematsu,F,657-9074,SALT LAKE CITY,M,N,100000,7,0,4950,0,17179905550
84105,435,UT,Sharma,Crossley,M,577-2248,SALT LAKE CITY,S,Y,20000,7,2475,0,2475,17179906212
88053,505,MN,Chetan,Trefftzs,M,999-1423,PINOS ALTOS,M,N,35000,5.3,0,6600,0,27262
97415,971,OR,Panos,Villani,F,430-8266,BROOKINGS,M,Y,90000,9,0,318,159,17179882391
97415,971,OR,Preston,Rubin,F,131-6445,BROOKINGS,M,N,75000,9,0,318,0,17179887752
97415,971,OR,Tru,Chandra,M,535-5904,BROOKINGS,S,N,15000,9,159,0,0,25769803963
99515,907,K,Giuseppa,Pragasky,F,447-5857,ANCHORAGE,S,N,55000,0,0,0,0,54881
8084,856,NJ,Helaman,Sadowski,F,569-8575,STRATFORD,S,Y,25000,1.4788542,1000,0,1500,8589939490
8084,856,NJ,Guodong,Kuninobu,M,656-5890,STRATFORD,M,Y,25000,1.4788542,0,2000,1500,58013
19732,302,DE,Bonnie,Bishr,M,814-7426,ROCKLAND,S,N,100000,5.95,110,0,0,20838
19732,302,DE,Brigitte,Vazquez,F,744-7161,ROCKLAND,M,N,60000,5.95,0,220,0,22281
19891,302,DE,Fumiya,Staelin,F,699-1398,WILMINGTON,M,Y,60000,5.95,0,2o20,110,50075
19891,302,DE,Nofumi,Hanafy,M,974-9375,WILMINGTON,M,Y,95000,5.95,0,220,110,17179878530
20319,202,C,Floyd,Jezek,M,341-9348,WASHINGTON,S,N,90000,9,1370,0,0,48179
29212,864,SC,Wubin,Justus,M,436-5099,COLUMBIA,S,N,85000,7,3300,0,0,25769815093
29212,864,SC,Taisook,Hallowell,M,583-8516,COLUMBIA,M,Y,30000,7,0,6600,3300,17179919580
34483,561,FL,Fumino,Jaynes,M,886-4301,OCALA,M,N,30000,0,0,0,0,49944
69103,402,NE,Ken,Boguraev,F,169-1705,NORTH PLATTE,M,Y,60000,6.84,0,206,103,8589965597
69103,402,NE,Samer,Brender,M,355-1429,NORTH PLATTE,M,N,60000,6.84,0,206,***,17179900593
70158,225,LA,Sibsankar,Niehren,M,980-6169,NEW ORLEANS,S,N,40000,6,4500,0,0,17179910577
82219,307,Y,Tamio,Samtaney,M,566-1116,JAY EM,M,N,50000,0,0,0,0,17179920619
86031,623,ZA,Chatschik,Kusalik,F,171-2137,INDIAN WELLS,S,Y,40000,3.335,2100,0,2300,26619
99213,425,AW,Nariyasu,Dowell,F,420-3407,SPOKANE,M,Y,25c000,0,0,0,0,17179874575
2914,401,I,Reimund,Reghbati,F,612-8637,EAST PROVIDENCE,S,Y,95000,0,0,l0,0,17179893626
30163,912,GA,Henrietta,Ohsie,F,423-1283,ROME,S,N,80000,6,2700,0,0,8589940118
38773,601,MS,Yoshikuni,Eskesen,M,359-2898,SHAW,M,N,50000,5,0,12000,0,25769822858
38773,601,MS,Diran,Marovac,M,127-8789,SHAW,S,Y,5000,3,6000,0,1500,36676
42214,859,KY,Luo,Klingspor,M,191-6038,CENTER,S,Y,15000,2.6666667,20,0,20,8589979257
58339,701,ND,Nariman,Tournassoud,F,200-4432,HANSBORO,M,Y,95000,2.8569736,0,6600,3300,17179874527
58339,701,ND,Letha,Linusson,F,339-7535,HANSBORO,S,Y,100000,2.914935,3300,0,3300,8589974729
70554,337,LA,Mituhiro,Staveren,F,306-3886,MAMOU,M,N,5000,2,0,9000,0,8589992545
71281,318,LA,Neila,Jacquot,M,791-1040,SWARTZ,S,N,55000,6,4500,0,0,17179875781
80805,720,CO,Snehasis,Grad,M,297-5231,BETHUNE,M,N,85000,4.63,0,0,0,17179912306
80805,720,CO,Renate,Ioroi,F,681-3726,BETHUNE,M,Y,10000,4.63,0,0,0,17179894068
82054,307,WY,Tucker,Jacopini,F,996-4637,CARPENTER,M,N,80000,0,0,0,0,25769804525
82054,307,WY,Guardian,Beraha,F,823-9149,CARPENTER,M,Y,40000,0,0,0,0,57119
82501,307,Y,Dorothy,Valette,M,930-4570,RIVERTON,S,Y,10000,0,0,0,0,38211
83834,208,ID,Tadeusz,Limongiello,M,994-4340,HARVARD,S,N,55000,7.8,3300,0,0,17179919252
83834,208,ID,Spencer,Sundaresh,M,245-6680,HARVARD,M,N,10000,4.109693,0,6600,0,17179913835
84737,435,UT,Raif,Weibel,M,162-7200,HURRICANE,M,Y,45000,7,0,4950,2475,17179890246
84737,435,UT,Rafiul,Bondorf,M,467-2959,HURRICANE,S,Y,70000,7,2475,0,2475,17179889904
96828,808,HI,Adil,Trachtenberg,F,863-4210,HONOLULU,M,Y,15000,3.743421,0,2080,100,1497
96828,808,HI,Maguelonne,Pitoura,M,781-5788,HONOLULU,S,N,75000,8.25,1040,0,0,8589980551
97018,541,OR,Gisbert,Aha,M,396-7476,COLUMBIA CITY,S,Y,80000,9,159,0,159,54610
97018,541,OR,Theodora,Waumans,F,301-2418,COLUMBIA CITY,S,Y,45000,9,159,0,159,17179923347
20082,202,DC,Nate,Ciardo,M,718-7418,WASHINGTON,M,N,40000,9,0,2740,0,17179875067
20082,202,DC,Nimish,Quigley,F,512-2595,WASHINGTON,M,Y,10000,4.5,0,2740,1370,17179877548
37615,931,N,Pratul,Raugh,M,426-5469,JOHNSON CITY,M,Y,80000***,0,0,0,0,17179887485
48706,616,MI,Yongwon,Bartels,F,503-3936,BAY CITY,S,Y,15000,3.9,3100,0,3100,25769822290
58441,701,ND,Ann,Stachniak,F,321-3382,FULLERTON,S,Y,100000,2.914935,3300,0,3300,8928
58441,701,ND,Keshab,Riexinger,M,136-4819,FULLERTON,M,N,20000,2.1,0,6600,0,8589966604
