index,tno,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
245,977,Thang,Sever,M,617,134-5111,LYNN,MA,1910,M,Y,45000,5.3,0,7150,1000
246,982,Iwaro,Cromarty,M,202,868-7188,WASHINGTON,DC,20427,M,Y,5000,4.5,0,2740,1370
247,984,Jusung,Muchinsky,M,410,463-7253,CUMBERLAND,MD,21503,M,N,15000,4.75,0,4800,0
248,989,Mirta,Batliner,M,202,868-7188,WASHINGTON,DC,20538,M,N,90000,9.0,0,2740,0
249,993,Naohisa,Reisfelder,M,302,903-2073,KENTON,DE,19955,S,Y,60000,5.95,110,0,110
250,994,Vimal,Mattison,F,207,121-5001,SEBAGO LAKE,ME,4075,M,Y,60000,8.5,0,5700,2850
251,1003,Syunichiro,Uckan,M,860,206-8121,MADISON,CT,6443,M,Y,5000,3.0,0,24500,0
252,1004,Kok,Baz,F,401,884-3361,PROVIDENCE,RI,2918,S,Y,25000,0.0,0,empty,0
253,1022,Tuong,Hancart,M,401,786-4546,ALBION,RI,2802,S,N,65000,0.0,0,0,0
254,1027,Katsuhiko,Geurts,F,860,531-5881,FABYAN,CT,6245,M,N,5000,3.0,0,24500,0
255,1039,Perla,Tofte,M,603,309-8255,BRISTOL,NH,3222,M,Y,85000,0.0,0,0,0
256,1040,Kishore,Barnhill,F,603,369-8859,BRISTOL,NH,3222,M,Y,30000,0.0,0,0,0
257,1045,Nipun,Palaniappan,M,939,288-7408,PONCE,PR,731,S,N,20000,0.0,0,0,0
258,1046,Ora,Nozawa,F,607,112-4517,BAYVILLE,NY,11709,S,N,60000,4.3012195,0,0,0
259,1047,Rafic,Nonn,empty,302,733-7103,YORKLYN,E,19736,M,Y,5000,2.2,empty,220,110
260,1049,Marcelino,Coover,F,917,596-6526,BARTON,NY,13734,M,Y,50000,4.243293,0,0,1000
261,1050,Phillippe,Tano,M,603,112-5367,CONCORD,NH,3301,M,Y,5000,0.0,0,0,0
262,1051,Chenghui,Pino,tF,201,127-1470,ANNANDALE,NJ,8801,M,N,70000,2.1885417,g0,2000,0
263,1054,Cordelia,Haraldsson,M,603,716-5653,GREENLAND,NH,3840,M,Y,65000,0.0,0,empty,0
264,1059,Kensaku,Streinu,M,202,801-2224,WASHINGTON,DaC,20210,M,N,45000,9.0,0,2740,0
265,1060,Foong,Marefat,M,787,552-5728,HUMACAO,PR,791,S,Y,35000,0.0,0,0,0
266,1062,Joford,Formella,F,860,891-1619,COBALT,CT,6414,M,Y,25000,5.0,0,24500,0
267,1064,Gady,Melcarne,empty,401,730-5965,WAKEFIELD,RI,2880,M,N,50000,0.0,0,0,0
268,1065,Xiaobin,Holtman,F,443,760-3408,BALTIMORE,MD,21212,M,Y,75000,4.75,0,4800,2400
269,1068,Muruganandan,McGuffin,M,908,862-3143,LITTLE FERRY,NJ,7643,S,Y,80000,2.34625,1000,0,1500
270,1069,Alexa,Theimer,M,804,556-2056,LINCOLN,VA,20160,S,Y,65000,5.75,900,0,900
271,1070,Nagui,Milicia,M,401,515-4778,NORTH KINGSTOWN,RI,2852,M,N,40000,0.0,0,0,0
272,1071,Brij,Schrock,F,351,145-7396,EASTHAMPTON,MA,1027,S,N,100000,5.3,3575,0,0
273,1072,Tremaine,Pettorossi,F,401,651-7547,NORTH SMITHFIELD,RI,2896,S,Y,95000,0.0,0,0,0
274,1074,Nageshwara,Nagaya,F,302,605-6252,MILLVILLE,DE,19967,M,N,40000,4.586364,0,220,0
275,1075,Uri,Heydon,M,410,406-3932,BALTIMORE,MD,21287,M,N,10000,4.75,0,4800,0
276,1080,Bijendra,Theis,F,207,117-2454,GOULDSBOOR,ME,4607,M,Y,45000,8.5,0,5700,2850
277,1084,Ran,Maccari,F,603,123-8851,NASHUA,NH,3060,M,Y,95000,0.0,0,0,0
278,1086,Saverio,Rauch,F,516,671-5372,SOUTH NEW BERLIN,NY,13843,S,N,70000,4.359146,0,0,0
279,1094,Chuanyi,Hotzel,F,267,257-2840,MORANN,PA,16663,M,Y,35000,3.07,0,0,0
280,1099,Masato,Sitter,F,802,559-8297,BURLINGTON,VT,5408,M,N,25000,3.6,empty,6600,0
281,1100,Jianqiang,Twardowski,F,787,433-8689,SAN SEBASTIAN,PR,685,S,N,90000,0.0,0,0,0
282,1102,Bodhisattwa,Gradenigo,F,267,104-8100,WEST POINT,PA,19486,M,N,5000,3.07,empty,0,0
283,1103,Augusto,Haraldsson,M,203,554-9904,HARTFORD,TC,6150,S,Y,5000,3.0,12750,0,***
284,1105,Richards,Witteveen,F,207,717-6085,WINTER HARBOR,ME,4693,S,Y,85000,8.5,2850,0,2850
285,1106,Sachar,Woll,F,207,557-8065,JONESBORO,ME,4648,S,N,95000,8.5,2850,0,0
286,1110,Rudi,Viire,F,302,318-5695,NEWARK,DE,19726,S,Y,30000,3.9045453,110,0,110
287,1112,Abdelmadjid,Kavvadias,F,302,716-7894,BETHANY BEACH,DE,19930,M,N,65000,5.95,0,220,0
288,1121,Lex,Frtzson,M,484,704-7232,PHILADELPHIA,PA,19120,S,N,75000,3.07,0,0,0
289,1123,Dominik,Maierhofer,F,802,645-3827,CHESTER DEPOT,VT,5144,M,Y,20000,3.6,0,6600,3300
290,1127,Kozo,Sidje,M,203,124-1470,SALISBURY,CuT,6068,M,N,50000,5.0,0,24500,0
291,1130,Kaichang,Iwayama,F,607,482-7664,TAPPAN,NY,10983,S,N,80000,4.4170732,0,0,0
292,1133,Eila,Sikka,F,302,517-3094,WINTERTHUR,DE,19735,M,Y,55000,5.609091,0,220,110
293,1134,Oystein,Give''on,M,845,476-4229,MERIDIAN,NY,13113,S,N,85000,4.4460362999999985,0,0,0
294,1137,Mikito,Gros,M,603,626-6929,BERLIN,NH,3570,M,N,25000,0.0,0,0,***
295,1140,Josina,Bachenko,F,443,766-7271,TAKOMA PARK,MD,20913,S,Y,20000,4.75,2400,0,2400
296,1141,Rodion,Calisti,M,551,204-2539,ELIZABETH,NJ,7201,S,Y,60000,2.0308332,1000,0,1500
297,1144,Birte,McKeague,M,860,118-3129,NEW HAVEN,CT,6515,M,Y,90000,5.0,0,24500,0
298,1146,Pino,Boy,F,302,848-5767,CLAYTON,DE,19938,S,Y,45000,4.9272730000000005,110,0,110
299,1150,Hoichi,Tuuliniemi,M,302,640-6587,WILMINGTON,DE,19850,S,Y,10000,2.540909,110,0,101
300,1153,Serge,Olveszky,F,401,510-4370,empty,empty,2804,S,N,5000,0.0,0,0,0
301,1155,Manvinder,Rege,F,860,636-1340,WAUREGAN,CT,6387,M,Y,35000,5.0,0,24500,0
302,1159,Munenori,Schain,F,215,354-9862,TRUMBAUERSVILLE,PA,18970,S,N,35000,3.07,0,0,0
303,1162,Husheng,Hoogerwoord,M,610,339-9708,ORBISONIA,PA,17243,S,Y,45000,3.07,0,0,0
304,1165,Seungwang,Masiero,M,302,553-4753,WILMINGTON,DE,19803,S,Y,95000,5.95,110,0,110
305,1168,Sanguthevar,Marathe,F,202,121-1902,WASHINGTON,DC,20572,M,Y,25000,7.875,0,2740,1370
306,1169,Somasundaram,Franzblau,F,302,614-8552,REHOBOTH BEACH,DE,19971,M,Y,80000,5.95,0,220,110
307,1170,Yandong,Dasu,M,412,348-7526,BROGUE,PA,17309,S,N,60000,3.07,0,0,0
308,1175,Moss,Lindberg,M,339,668-5118,BERKSHItRE,MA,1224,M,Y,5000,5.3,0,7150,1000
309,1182,Jeanne,Gumm,M,802,230-5253,UNDERHILL CENTER,VT,5490,S,N,80000,4.5967627,3300,0,0
310,1184,Ramadan,Roelofsen,F,401,216-3801,empty,RI,2840,M,Y,55000,0.0,0,0,0
311,1186,Baocai,Uehara,F,202,663-9488,WASHINGTON,C,20024,S,N,90000,9.0,1370,0,0
312,1188,Ohad,Ramamoorthy,M,207,205-4521,GREENE,ME,4236,S,Y,75000,8.5,2850,empty,2850
313,1189,Miguel,Minsker,M,610,920-7339,COCHRANVILLE,PA,19330,M,Y,5000,3.07,0,0,0
314,1191,Jerzy,Uchiyama,M,339,404-2765,MONROE RIDGE,MA,1350,M,N,20000,5.3,0,7150,0
315,1192,Hanoch,Marquard,F,802,569-4310,PERKINSVILLE,VT,5151,M,Y,30000,3.6019895,0,6600,3300
316,1195,Irini,Woog,F,202,476-9921,WASHINGTON,C,20416,M,N,80000,9.0,0,2740,0
317,1202,Balachander,Prodiner,F,302,787-5733,WILMINGTON,DE,19809,S,Y,20000,3.2227273,110,0,110
318,1203,Dermont,Baranowski,M,315,888-6075,NEW YORK,NY,10101,S,Y,60000,4.3012195,0,0,1000
319,1209,Zimin,McCall,M,860,786-7073,POQUONOCK,CT,6064,M,Y,40000,5.0,0,24500,0
320,1214,Tokuzo,Glenstrup,M,724,656-8659,SCENERY HILL,empty,15360,M,N,25000,3.07,0,0,0
321,1223,Taketo,Claus,M,203,499-6694,empty,T,6443,S,Y,10000,0.0,12750,0,0
322,1225,Hisao,Saxton,F,301,575-4538,BALTIMORE,MD,21285,S,Y,65000,4.75,2400,0,2400
323,1226,Berl,Schilz,empty,302,646-6390,SAINT GEORGES,DE,19733,M,N,65000,5.95,0,220,0
324,1232,Bishnu,Kolvik,M,302,799-2700,HARTLY,DE,19953,S,N,85000,5.95,110,0,0
325,1234,Eiichi,Boden,M,603,127-7924,DOVER,NH,3822,M,N,30000,0.0,0,0,0
326,1235,Lukas,Villoldo,M,401,325-3194,CAROLINA,RI,2812,M,Y,50000,0.0,0,0,0
327,1237,Toshiaki,Dupre,F,302,942-9670,REHOBOTH BEACH,DE,19971,S,Y,95000,5.95,110,0,110
328,1240,Juyang,Kreuer,M,802,554-1245,EAST FAIRFIELD,VT,5448,S,Y,20000,3.6,3300,0,3300
329,1241,Clarence,Lyle,M,857,908-2582,SAUGUS,MA,1906,M,N,100000,5.3,0,7150,0
330,1244,Dorian,Gupte,F,315,813-3194,SOUTH COLTON,NY,13687,M,Y,85000,4.4460362999999985,0,0,1000
331,1247,Chihming,Zisman,F,207,654-6203,HOWLAND,ME,4448,M,Y,75000,8.5,0,5700,2850
332,1255,Keven,Hossley,F,401,992-8960,ROCKVILLE,RI,2873,S,N,100000,0.0,0,0,0
333,1257,Weijing,Chesneaux,M,302,335-4749,REHOBOTH BEACH,DE,19971,S,Y,50000,5.268182,110,l0,110
334,1258,Xipeng,Lieberherr,empty,315,469-1191,PORTER CORNERS,NY,12859,S,N,95000,4.5039635,0,0,0
335,1263,Lise,Gurov,M,207,150-5185,WELLS,ME,4090,M,N,10000,4.5857663,0,5700,0
336,1266,Chengdian,Schulman,F,401,302-7791,GLENDALE,RI,2826,S,Y,100000,0.0,0,0,0
337,1270,Arnould,Siemens,F,603,596-6467,CONCORD,NH,3305,S,Y,80000,0.0,0,0,0
338,1281,Phenil,Saward,F,207,704-1154,ACTON,ME,4001,M,Y,95000,8.5,0,5700,2850
339,1283,Xinan,Ebrahimi,M,267,198-7964,SEVEN VALLEYS,PA,17360,S,Y,25000,3.07,0,0,0
340,1287,Nagabhushana,Tepfenhart,M,401,962-7041,PORTSMOUTH,RI,2871,M,N,90000,0.0,0,0,0
341,1290,Aicha,Kurita,F,202,525-6454,WASHINGTON,DC,20224,S,N,15000,5.625,1370,0,0
342,1294,Ishwar,Brahme,M,860,697-2483,BETHEL,CT,6801,M,Y,40000,5.0,0,24500,0
343,1303,Kazutoshi,Madeira,M,787,975-9903,RINCON,PR,677,S,N,60000,0.0,0,0,0
344,1304,Joffroy,Byoun,M,202,767-9194,WASHINGTON,DC,20570,S,N,95000,9.0,1370,0,0
345,1305,Shigeharu,Gaitonde,F,207,535-2601,MILFORD,ME,4461,M,Y,30000,8.5,0,empty,2850
346,1306,Sterling,Soinard,F,814,452-6954,PORTAGE,PA,15946,M,N,50000,3.07,0,0,0
347,1307,Jerald,Worona,M,787,260-4365,CAYEY,PR,737,M,Y,95000,0.0,0,0,0
348,1308,Wolfgang,Steckler,M,401,535-5922,BLOCK ISLAND,RI,2807,S,N,15000,0.0,0,0,0
349,1312,Birte,Gruenberg,M,207,424-8046,BUXTON,ME,4093,S,N,5000,2.2135036,2850,0,0
350,1318,Gwenael,Ushio,F,410,402-2867,empty,MD,20877,M,N,35000,4.75,0,4800,0
351,1319,Samira,Ouchi,M,631,243-3265,SANBORN,NY,14132,M,N,90000,4.475,0,0,0
352,1320,Riqiang,Schaul,M,856,543-5488,VINELAND,NJ,8361,S,Y,55000,1.9519792,1000,0,1500
353,1321,Hrishikesh,Kerr,F,802,851-6021,GAYSVILLE,VT,5746,S,N,55000,4.099376,3300,0,0
354,1329,Kensaku,Guth,M,787,936-8782,SAN JUAN,PR,906,M,N,30000,0.0,0,0,0
355,1333,Soon,Leask,M,603,170-6125,CHARLESTOWN,NH,3603,M,Y,80000,0.0,0,0,0
356,1335,Seyed,Jamali,M,860,416-1280,NEW HAVEN,CT,6508,M,N,25000,5.0,0,24500,0
357,1336,Lilly,Kameny,M,802,865-7269,NORTH HARTLAND,VT,5052,M,Y,40000,3.800944,0,6600,3300
358,1338,Jirun,Puppe,F,202,245-2943,WASHINGTON,DC,20439,M,Y,100000,9.0,0,2740,1370
359,1339,Dongchang,Trauth,F,240,963-3358,FORT WASHINGTON,MD,20749,S,Y,60000,4.75,2400,0,2400
360,1341,Jeane,Serbanati,F,302,217-1469,LAUREL,DE,19956,S,N,55000,5.609091,110,empty,empty
361,1342,Yoichiro,Lubonski,M,207,137-5945,BOWDOIN,ME,4287,M,N,95000,8.5,0,5700,0
362,1343,Kimming,Nota,F,203,643-5841,WEST SIMSBURY,T,6092,M,N,75000,5.0,0,24500,0
363,1347,Nimrod,Gafter,M,603,584-5872,ENFIELD,NH,3748,M,N,65000,0.0,0,0,0
364,1352,Helko,Vaschenko,F,802,124-1796,WEST WARDSBORO,VT,5360,M,N,35000,3.7014668,0,6600***,0
365,1353,Shangzhi,Akiyama,F,939,167-3517,COAMO,PR,769,S,Y,95000,0.0,0,0,empty
366,1358,Pranav,Graf,F,857,564-8209,HOLYOKE,MA,1040,M,N,85000,5.3,0,7150,0
367,1362,Hirotomo,Rauglaudre,F,203,443-3419,ESSEX,CxT,6426,S,Y,80000,5.0,12750,0,0
368,1367,Ethem,Metze,M,802,367-9961,HYDE PARK,VT,5655,S,Y,60000,4.1988535,3300,0,3300
369,1371,Arne,Pinkerton,M,207,130-8238,KENNEBUNKPORT,ME,4046,S,Y,40000,8.5,2850,0,2850
370,1373,Nofumi,Calude,M,856,655-1809,WESTFIELD,NJ,7091,M,Y,30000,1.5577083,0,2000,1500
371,1374,Aylmer,Mackenzie,F,856,751-5839,GOSHEN,NJ,8218,M,N,60000,2.0308332,0,2000,0
372,1375,Piercarlo,Vanuxeem,F,202,534-8320,WASHINGTON,CD,20521,M,Y,30000,9.0,0,2740,1370
373,1377,Malcolm,Steckler,F,302,188-8681,BETHANY BEACH,DoE,19930,S,N,100000,5.95,110,0,0
374,1387,Leandro,Tolba,F,908,597-1774,MARGATE CITY,NJ,8402,S,N,60000,2.0308332,1000,0,0
375,1391,Noga,Dubernard,M,878,227-6560,AVONMORE,PA,15618,M,N,60000,3.07,0,0,0
376,1392,Corin,Gauyacq,F,401,671-4284,BRADFORD,RI,2808,M,N,75000,0.0,0,0,0
377,1398,Hideaki,Petrovic,M,401,778-3119,WEST WARWICK,RI,2893,S,Y,40000,0.0,0,0,0
378,1402,Sangjyu,Oehlmann,F,774,865-2287,CENTERVILLE,MA,2636,M,Y,70000,5.3,0,7150,1000
379,1423,Manibrata,Hatonen,M,516,225-3055,SYRACUSE,NY,13251,M,N,65000,4.330183,0,0,0
380,1426,LiWu,Coombs,F,802,501-8152,SHELBURNE,VT,5482,M,N,90000,4.7957172,0,6600,0
381,1427,Masahichi,Bregier,F,781,228-2356,WEST NEWBURY,MA,1985,M,Y,60000,5.3,0,7150,1000
382,1431,Jitender,Rahm,F,401,272-5479,PAWTUCKET,RI,2862,S,Y,65000,0.0,0,0,0
383,1434,Wenguang,Foulk,F,301,852-8811,BETTERTNO,MD,21610,S,N,65000,4.75,2400,0,0
384,1435,Pericles,Stuempfle,F,814,182-4495,FALLS CREEK,PA,15840,S,N,85000,3.07,0,0,0
385,1438,Wendy,Furnas,M,603,928-8487,PORTSMOUTH,NH,3804,S,N,30000,0.0,0,0,0
386,1446,Cecilia,Priebs,M,603,701-4312,MANCHESTER,NH,3101,S,N,85000,0.0,0,0,0
387,1448,Supriya,Poujoulat,M,860,918-6603,EAST HADDAM,CT,6423,M,Y,50000,5.0,0,24500,0
388,1450,Mina,Lucco,F,339,583-2291,PEMBROKE,MA,2359,M,N,15000,5.3,0,7150,0
389,1454,Boutros,Howkins,F,443,348-9316,ELLICOTT CITY,MD,21043,S,N,30000,4.75,2400,0,0
390,1462,Kousuke,Golichowski,M,860,831-5219,NORTH STONINGTON,CT,6359,M,N,30000,5.0,0,24500,0
391,1463,Walcelio,Kurfess,F,814,409-7737,PHILADELPHIA,PA,19110,S,N,35000,3.07,0,0,0
392,1465,Juei,Bracher,M,716,547-3262,PORT WASHINGTON,NY,11051,M,Y,55000,4.272256,0,0,1000
393,1468,Hodong,Tuminaro,M,207,953-9352,DENNYSVILLE,ME,4628,S,N,35000,8.5,2850,0,0
394,1480,Quanfeng,Raczkowsky,F,848,308-1013,SADDLE BROOK,NJ,7663,S,N,80000,2.34625,1000,0,0
395,1482,Letha,Goldsworthy,empty,617,911-3118,BOSTON,MA,2284,M,N,35000,5.3,0,7150,0
396,1487,Mamoun,Biscondi,M,201,500-9410,LODI,NJ,7644,M,Y,95000,2.5828125,0,2000,1500
397,1491,Satoshi,Fuhrman,M,856,867-3374,HARRINGTON PARK,NJ,7640,M,N,35000,1.6365625,0,2000,0
398,1492,Raghavan,Gargeya,F,207,217-1982,LAGRANGE,ME,4453,M,Y,25000,8.5,0,5700,2850
399,1498,Hilding,Varner,F,202,670-3290,WASHINGTON,DC,20543,S,N,70000,9.0,1370,0,0
400,1502,Qinru,Dami,F,207,862-2221,OLAMON,ME,4467,S,Y,25000,8.5,2850,0,2850
401,1504,Choong,Kubicar,F,401,650-3718,WAKEFIELD,RI,2879,M,N,80000,0.0,0,0,0
402,1508,Radenko,Markatos,M,802,533-6139,WASHINGTON,VT,5675,S,N,100000,4.994672,3300,0,0
403,1510,Ikuyo,Spirk,F,302,484-6507,MILFORD,DE,19963,M,N,5000,2.2,0,220,0
404,1512,Nunzio,Prete,M,401,976-1290,NORTH PROVIDENCE,empty,2911,S,Y,95000,0.0,0,0,0
405,1514,Ido,Pieper,M,212,101-2264,WYANDANCH,Y,11798,M,N,75000,4.3881097,0,empty,0
406,1517,Shohji,Gunthor,F,401,114-1697,WARWICK,RI,2889,S,Y,100000,0.0,0,0,0
407,1528,Zhijun,Varley,M,603,720-4860,WINDHAM,NH,3087,M,N,55000,0.0,0,0,0
408,1530,Frantz,Anjum,M,802,391-5446,empty,VT,5158,S,N,65000,4.298331,3300,0,0
409,1535,Jingling,Haugan,F,917,949-1368,COLDEN,NY,14033,M,N,50000,4.243293,0,0,0
410,1547,Siddharthan,Zonno,F,207,478-4369,WASHINGTON,ME,4574,S,N,45000,8.5,2850,0,0
411,1556,Assar,Strooper,M,717,388-1485,TROXELVILLE,PA,17882,M,Y,90000,3.07,0,0,0
412,1560,Svein,Laske,M,603,154-5740,FREMONT,NH,3044,S,N,15000,0.0,0,0,0
413,1564,Benhur,Reischert,F,484,953-9059,TORRANCE,PA,15779,S,Y,45000,3.07,0,0,0
414,1567,Josephine,Eliyahu,F,401,729-5585,NARRAGANSETT,RI,2882,S,Y,65000,0.0,0,0,0
415,1569,Janalee,Satyanarayanan,M,860,869-1005,WINSTED,CT,6098,M,Y,75000,5.0,0,24500,0
416,1573,Qingzhou,Baatz,M,603,812-4666,CENTER STRAFFORD,NH,3815,M,Y,15000,0.0,0,0,0
417,1576,Koveos,Gerschenfeld,F,202,857-1869,WASHINGTON,DC,20071,S,Y,70000,9.0,1370,0,empty
418,1588,Jarogniew,Kroll,F,787,770-9070,MERCEDITA,PR,715,M,Y,55000,0.0,0,0,0
419,1594,Indradeep,Lanzelotte,F,207,866-3304,GARLAND,ME,4939,S,N,50000,8.5,2850,0,0
420,1607,Yujiun,Olaniran,F,860,729-5656,PINE MEADOW,CT,6061,M,N,5000,3.0,0,24500,0
421,1624,Randolph,Linnemann,M,914,581-6663,DANNEMORA,NY,12929,M,N,60000,4.3012195,0,0,0
422,1626,Kwang,Rubinfield,M,857,806-1703,CHERRY VALLEY,MA,1611,M,Y,20000,5.3,0,7150,1000
423,1635,Gernot,Khachiyan,M,802,282-5748,GROTON,empty,5046,S,N,100000,4.994672,3300,0,0
424,1639,Vesna,Abdulazizoglu,F,718,391-4082,WOODMERE,NY,11598,M,N,5000,4.0,0,0,0
425,1646,Vicenzo,Karn,M,401,645-5069,SAUNDERSTOWN,RI,2874,S,Y,55000,0.0,0,0,0
426,1651,Nahla,Saloma,F,301,690-5633,GAITHERSBURG,MD,20884,S,N,90000,4.75,2400,0,0
427,1655,Siamak,Romero,M,802,361-6759,CRAFTSBURY COMMON,VT,5827,S,N,10000,3.6,3300,0,0
428,1656,Chien,Vendrig,M,570,155-7709,LINDEN,PA,17744,M,Y,100000,3.07,0,0,0
429,1680,Enrique,Chander,M,302,862-5052,FREDERICA,DE,19946,S,N,10000,2.540909,110,0,0
430,1682,Hrishikesh,Mattoso,F,302,420-9230,WILMINGTON,DE,19889,M,N,100000,5.95,0,220,0
431,1686,Shoujie,Lesser,F,631,754-4900,SALT POINT,NY,12578,S,N,20000,4.0695124,0,0,0
432,1691,Shugo,Parfitt,F,484,112-3104,LINE LEXINGTON,PA,18932,S,Y,60000,3.07,0,0,0
433,1692,Sita,Cherifa,F,315,522-1353,BROOKLYN,NY,11207,S,Y,45000,4.2143292,0,0,1000
434,1695,Hiroshige,Tomii,M,401,584-7563,MIDDLETOWN,RI,2842,M,N,25000,0.0,0,0,0
435,1713,Albert,Justin,M,518,259-6383,PATTERSONVILLE,NY,12137,M,Y,40000,4.1853657,0,0,1000
436,1723,Kieran,Philipp,F,787,928-9561,LUQUILLO,PR,773,M,Y,5000,0.0,0,0,0
437,1725,Tanguy,Vamvakos,M,607,218-7576,LIMERICK,NY,13657,M,Y,50000,4.243293,0,0,1000
438,1732,Shoham,Yonezawa,M,302,475-5197,LAUREL,DE,19956,M,Y,60000,5.95,0,220,110
439,1736,Joan,Boreddy,M,603,825-7201,LEBANON,NH,3756,S,N,40000,0.0,0,0,0
440,1740,Mohamadou,Klusch,F,207,529-5404,NORTH WATERFORD,ME,4267,S,Y,90000,8.5,2850,0,2850
441,1741,Aarno,Kolvik,M,551,287-5458,CLARKSBORO,NJ,8020,S,N,80000,2.34625,1000,0,0
442,1743,Nevio,Ojjeh,F,609,229-6355,TRENTON,NJ,8609,S,Y,50000,1.873125,1000,0,1500
443,1744,Prasadram,Uludag,M,862,700-4687,EWAN,NJ,8025,S,Y,75000,2.267396,1000,0,1500
444,1748,Monica,Cranor,F,401,593-2151,NEWPORT,RI,2840,M,Y,75000,0.0,0,0,0
445,1749,Menachem,Kharin,F,860,534-8607,UNIONVILLE,CT,6087,S,Y,70000,5.0,12750,0,0
446,1751,Kazuhiko,Arden,F,202,588-7281,WASHINGTON,mDC,20075,S,N,85000,9.0,1370,0,0
447,1756,Uttam,Nori,M,939,141-3235,SAN ANTONIO,PR,690,M,Y,10000,0.0,0,0,empty
448,1759,Noritoshi,Ranst,M,302,649-6009,TOWNSEND,zDE,19734,S,Y,55000,5.609091,110,0,110
449,1762,Gautam,Castan,M,315,756-7540,ROCHESTER,NY,14644,S,Y,75000,4.3881097,0,0,1000
450,1770,Ebbe,Exarkhopoulo,M,401,857-6280,EAST PROVIDENCE,RI,2914,S,Y,45000,0.0,0,0,0
451,1773,Saleem,Stach,M,732,178-8363,ORANGE,aNJ,7051,M,Y,75000,2.267396,empty,2000,1500
452,1775,Hansjorg,Shimono,M,802,160-5188,WINOOSKI,VT,5404,S,Y,75000,4.497285400000001,3300,0,3300
453,1776,Walt,Katiyar,M,774,656-1108,AMESBURY,empty,1913,S,Y,50000,5.3,3575,0,1000
454,1777,Srihari,Preis,M,878,861-6956,CHERRYVILLE,PA,18035,M,Y,75000,3.07,0,0,0
455,1780,Diane,Petersohn,M,631,764-7070,REDFORD,NY,12978,S,Y,75000,4.3881097,0,0,1000
456,1782,Deven,Akiyama,lF,939,873-1427,COTO LAUREL,PR,780,M,Y,30000,0.0,0,0,0
457,1785,Kienchung,Nahapetian,M,802,516-8061,MILTON,VT,5468,S,Y,70000,4.397808,3300,0,3300
458,1788,Hidehito,Maliniak,M,603,630-2517,DOVER,NgH,3821,S,N,5000,0.0,0,0,0
459,1789,Ido,Hawryszkiewycz,M,802,610-6646,NORTH CONCORD,VT,5858,S,Y,15000,3.6,3030,0,3300
460,1795,Bahaa,Tomescu,M,802,977-4793,WOODBURY,VT,5681,S,Y,45000,3.9004214,3300,0,3300
461,1796,Carrie,Eastaughffe,F,401,638-2020,OAKLAND,RI,2858,S,N,5000,0.0,0,0,0
462,1798,Sabrina,Taillibert,empty,347,802-3025,RIDGE,NY,11961,S,N,75000,4.3881097,0,0,0
463,1806,Viv,Maraist,F,802,541-9169,NORTH THETFORD,VT,5054,M,Y,80000,4.5967627,0,6600,3300
464,1807,Singaravel,Ravat,M,939,860-5038,SAN JUAN,PR,906,S,N,50000,0.0,0,0,0
465,1809,Daishi,Iacobetz,uF,401,320-4802,HOPE VALLEY,RI,2832,S,Y,55000,0.0,0,0,0
466,1813,Agma,Savaria,F,207,683-7124,TREVETT,ME,4571,S,Y,15000,6.9580293000000015,2850,0,2850
467,1820,Leslie,Adorni,F,302,947-9527,LINCOLN,DE,19960,M,Y,5000,2.2,0,220,110
468,1841,Joanne,Frederiksen,M,603,301-9840,MADBURY,NH,3823,S,N,75000,0.0,0,0,0
469,1845,Yunfei,Sidhu,F,401,752-7755,PORTSMOUTH,RI,2871,M,N,60000,0.0,0,0,0
470,1848,Srikant,Delaigle,F,802,671-5742,JOHNSON,cVT,5656,M,Y,50000,3.9998987,0,6600,3300
471,1850,Balkrishna,McNulty,M,203,539-7665,HARTFORD,nCT,6126,M,N,30000,5.0,0,24500,0
472,1852,Ferroudja,Wolpe,F,802,267-6867,BURLINGTON,T,5408,M,Y,30000,3.6019895,0,6600,3300
473,1854,Micki,Amalou,M,202,508-1361,WASHINGTON,uDC,20026,S,Y,100000,9.0,1370,0,1370
474,1862,LeRoy,Geraci,M,401,781-6491,OAKLAND,RI,2858,S,Y,25000,0.0,***,0,0
475,1870,Jaeho,Terrel,F,802,882-7027,BOMOSEEN,VT,5732,M,N,65000,4.298331,0,6600,0
476,1871,Rogers,Minei,M,240,715-9899,DICKERSON,MD,20842,M,N,5000,4.75,0,4800,0
477,1873,Yongjoon,Mallach,F,860,989-2927,CANAAN,CT,6018,M,Y,35000,5.0,0,24500,0
478,1878,Anany,Otterloo,F,401,324-5128,ASAHWAY,RI,2804,S,N,100000,0.0,***,0,0
479,1883,Sanjiva,McDermott,M,973,785-8584,MILFORD,NJ,8848,M,N,25000,1.4788542,0,empty,0
480,1885,Wanping,Meinke,M,301,108-8641,UPPER FALLS,MD,21156,M,Y,90000,4.75,0,4800,2400
481,1891,Hichem,Coscoy,F,914,515-2581,KAUNEONGA LAKE,NY,12749,M,N,55000,4.272256,0,0,0
482,1892,Naser,Perring,F,302,335-8694,FELTON,DE,19943,S,Y,15000,2.8818183,110,0,110
483,1893,Yishay,Martello,M,401,507-4286,ADAMSVIgLLE,RI,2801,S,N,65000,0.0,0,0,0
484,1895,Chengfeng,Grandage,F,978,329-7599,FORESTDALE,MA,2644,M,N,30000,5.3,0,7150,0
